Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
80778	ZNF34	386680	KRTAP10-5
80817	CEP44	84140	FAM161A
80817	CEP44	84289	ING5
80817	CEP44	84914	ZNF587
80817	CEP44	90933	TRIM41
80817	CEP44	90957	DHX57
80817	CEP44	114932	MRFAP1L1
80817	CEP44	115106	HAUS1
80817	CEP44	147687	ZNF417
80817	CEP44	200081	TXLNA
80817	CEP44	220082	SPERT
80817	CEP44	222389	BEND7
80817	CEP44	285753	CEP57L1
80817	CEP44	401508	FAM74A4
80817	CEP44	439935	MGC24125
80830	APOL6	386681	KRTAP10-8
80832	APOL4	84708	LNX1
80864	EGFL8	386682	KRTAP10-3
80896	NPL	80896	NPL
81502	HM13	84445	LZTS2
81539	SLC38A1	89885	FATE1
81544	GDPD5	388818	KRTAP26-1
81565	NDEL1	81565	NDEL1
81565	NDEL1	125115	KRT40
81565	NDEL1	137209	ZNF572
81565	NDEL1	143884	CWF19L2
81565	NDEL1	147687	ZNF417
81565	NDEL1	148103	ZNF599
81565	NDEL1	284391	ZNF844
81565	NDEL1	339324	ZNF260
81567	TXNDC5	83755	KRTAP4-12
81567	TXNDC5	85291	KRTAP4-2
81567	TXNDC5	89884	LHX4
81567	TXNDC5	125115	KRT40
81567	TXNDC5	130540	ALS2CR12
81567	TXNDC5	146664	MGAT5B
81567	TXNDC5	287015	TRIM42
81567	TXNDC5	386675	KRTAP10-7
81567	TXNDC5	386676	KRTAP10-9
81567	TXNDC5	386680	KRTAP10-5
81567	TXNDC5	386681	KRTAP10-8
81567	TXNDC5	386682	KRTAP10-3
81567	TXNDC5	388677	NOTCH2NL
81576	CCDC130	137209	ZNF572
81608	FIP1L1	116225	ZMYND19
81628	TSC22D4	125115	KRT40
81628	TSC22D4	340371	NRBP2
81629	TSSK3	84708	LNX1
81629	TSSK3	114088	TRIM9
81631	MAP1LC3B	139341	FUNDC1
81704	DOCK8	81704	DOCK8
81704	DOCK8	84140	FAM161A
81704	DOCK8	84859	LRCH3
81704	DOCK8	90390	MED30
81704	DOCK8	92170	MTG1
81704	DOCK8	125115	KRT40
81704	DOCK8	196441	ZFC3H1
81704	DOCK8	220108	FAM124A
81704	DOCK8	285093	RTP5
81847	RNF146	147872	CCDC155
81854	ZNF205-AS1	388324	INCA1
81892	SLIRP	125115	KRT40
