entrez_gene_ida	symbol_a	entrez_gene_idb	symbol_b
3326	HSP90AB1	10963	STIP1
8208	CHAF1B	23468	CBX5
282991	BLOC1S2	388552	BLOC1S3
7157	TP53	57178	ZMIZ1
6908	TBP	7629	ZNF76
914	CD2	23607	CD2AP
10273	STUB1	55585	UBE2Q1
467	ATF3	1649	DDIT3
51112	TRAPPC12	60684	TRAPPC11
3437	IFIT3	24138	IFIT5
7840	ALMS1	8291	DYSF
3745	KCNB1	3756	KCNH1
29941	PKN3	79658	ARHGAP10
5774	PTPN3	6868	ADAM17
369	ARAF	3326	HSP90AB1
4686	NCBP1	5976	UPF1
6921	TCEB1	51676	ASB2
79991	OBFC1	100134934	TEN1
5594	MAPK1	5605	MAP2K2
23423	TMED3	64689	GORASP1
5970	RELA	5970	RELA
1508	CTSB	4292	MLH1
2908	NR3C1	23054	NCOA6
2932	GSK3B	23678	SGK3
2147	F2	7056	THBD
6283	S100A12	6283	S100A12
2065	ERBB3	6464	SHC1
1780	DYNC1I1	6993	DYNLT1
3479	IGF1	3485	IGFBP2
672	BRCA1	1660	DHX9
6810	STX4	8773	SNAP23
207	AKT1	9063	PIAS2
2956	MSH6	5111	PCNA
8738	CRADD	55367	PIDD1
273	AMPH	2203	FBP1
8315	BRAP	8556	CDC14A
11004	KIF2C	22976	PAXIP1
6294	SAFB	140890	SREK1
10587	TXNRD2	23054	NCOA6
5308	PITX2	7706	TRIM25
7514	XPO1	10073	SNUPN
8517	IKBKG	51329	ARL6IP4
1153	CIRBP	5621	PRNP
3567	IL5	3567	IL5
1029	CDKN2A	55388	MCM10
943	TNFRSF8	51567	TDP2
2280	FKBP1A	11146	GLMN
7157	TP53	51147	ING4
3717	JAK2	5335	PLCG1
10725	NFAT5	10725	NFAT5
914	CD2	10421	CD2BP2
3836	KPNA1	10541	ANP32B
10015	PDCD6IP	128866	CHMP4B
672	BRCA1	4123	MAN2C1
8350	HIST1H3A	51230	PHF20
320	APBA1	351	APP
6502	SKP2	8409	UXT
5501	PPP1CC	170954	PPP1R18
5621	PRNP	57179	KIAA1191
4288	MKI67	10951	CBX1
3678	ITGA5	10755	GIPC1
7514	XPO1	7514	XPO1
1649	DDIT3	4097	MAFG
5702	PSMC3	10587	TXNRD2
322	APBB1	351	APP
329	BIRC2	7185	TRAF1
1410	CRYAB	3316	HSPB2
10856	RUVBL2	10856	RUVBL2
1020	CDK5	91768	CABLES1
8751	ADAM15	9644	SH3PXD2A
6635	SNRPE	6636	SNRPF
818	CAMK2G	3326	HSP90AB1
5473	PPBP	5473	PPBP
3308	HSPA4	253260	RICTOR
55802	DCP1A	167227	DCP2
10203	CALCRL	10267	RAMP1
4943	TBC1D25	11345	GABARAPL2
2060	EPS15	23677	SH3BP4
1912	PHC2	5347	PLK1
1029	CDKN2A	51053	GMNN
2908	NR3C1	7295	TXN
2188	FANCF	51659	GINS2
5245	PHB	79836	LONRF3
6550	SLC9A3	23139	MAST2
2074	ERCC6	3018	HIST1H2BB
3398	ID2	4654	MYOD1
4804	NGFR	4804	NGFR
471	ATIC	471	ATIC
6500	SKP1	26259	FBXW8
5465	PPARA	10062	NR1H3
90933	TRIM41	90933	TRIM41
1409	CRYAA	1415	CRYBB2
8915	BCL10	10892	MALT1
328	APEX1	7295	TXN
8517	IKBKG	55082	ARGLU1
2033	EP300	29979	UBQLN1
5819	PVRL2	201633	TIGIT
8091	HMGA2	10401	PIAS3
6311	ATXN2	6457	SH3GL3
4173	MCM4	10926	DBF4
1956	EGFR	4690	NCK1
8338	HIST2H2AC	140690	CTCFL
11338	U2AF2	23451	SF3B1
10537	UBD	10537	UBD
367	AR	6595	SMARCA2
4005	LMO2	5970	RELA
6548	SLC9A1	11261	CHP1
1612	DAPK1	8517	IKBKG
1435	CSF1	1435	CSF1
3190	HNRNPK	5725	PTBP1
8517	IKBKG	29775	CARD10
1387	CREBBP	6929	TCF3
4867	NPHP1	5310	PKD1
53373	TPCN1	53373	TPCN1
998	CDC42	149428	BNIPL
4804	NGFR	6297	SALL2
6048	RNF5	7323	UBE2D3
375	ARF1	9266	CYTH2
1915	EEF1A1	7704	ZBTB16
348	APOE	11140	CDC37
7518	XRCC4	200558	APLF
7157	TP53	7965	AIMP2
599	BCL2L2	5366	PMAIP1
8291	DYSF	25939	SAMHD1
1029	CDKN2A	3326	HSP90AB1
1785	DNM2	2885	GRB2
5292	PIM1	6223	RPS19
6778	STAT6	8648	NCOA1
7157	TP53	7158	TP53BP1
7531	YWHAE	9610	RIN1
3397	ID1	5710	PSMD4
331	XIAP	7189	TRAF6
596	BCL2	8739	HRK
25885	POLR1A	64425	POLR1E
5300	PIN1	8202	NCOA3
5499	PPP1CA	10848	PPP1R13L
3486	IGFBP3	8038	ADAM12
596	BCL2	5500	PPP1CB
4209	MEF2D	5598	MAPK7
9564	BCAR1	115426	UHRF2
1387	CREBBP	23054	NCOA6
259	AMBP	259	AMBP
5621	PRNP	92170	MTG1
672	BRCA1	2956	MSH6
10987	COPS5	50813	COPS7A
5705	PSMC5	5914	RARA
2055	CLN8	9218	VAPA
4205	MEF2A	7329	UBE2I
54778	RNF111	55284	UBE2W
3437	IFIT3	3437	IFIT3
2059	EPS8	79634	SCRN3
2885	GRB2	7409	VAV1
5062	PAK2	6714	SRC
1386	ATF2	3726	JUNB
9775	EIF4A3	9939	RBM8A
5682	PSMA1	5685	PSMA4
3326	HSP90AB1	5598	MAPK7
4920	ROR2	8517	IKBKG
6427	SRSF2	140890	SREK1
1387	CREBBP	2309	FOXO3
2242	FES	7430	EZR
3845	KRAS	5900	RALGDS
823	CAPN1	5664	PSEN2
4437	MSH3	5111	PCNA
6236	RRAD	23582	CCNDBP1
9101	USP8	10193	RNF41
7314	UBB	26088	GGA1
1612	DAPK1	10016	PDCD6
580	BARD1	56945	MRPS22
5915	RARB	8648	NCOA1
467	ATF3	3727	JUND
9040	UBE2M	54165	DCUN1D1
8573	CASK	64061	TSPYL2
2274	FHL2	22900	CARD8
5789	PTPRD	5802	PTPRS
4779	NFE2L1	23764	MAFF
1432	MAPK14	8986	RPS6KA4
3937	LCP2	5295	PIK3R1
4646	MYO6	10755	GIPC1
5914	RARA	9575	CLOCK
6271	S100A1	6286	S100P
3725	JUN	7916	PRRC2A
22841	RAB11FIP2	57111	RAB25
7414	VCL	57448	BIRC6
11186	RASSF1	79723	SUV39H2
2099	ESR1	3725	JUN
3603	IL16	4659	PPP1R12A
57524	CASKIN1	57524	CASKIN1
7094	TLN1	26136	TES
5191	PEX7	5830	PEX5
5296	PIK3R2	80306	MED28
2193	FARSA	10056	FARSB
7421	VDR	8031	NCOA4
3326	HSP90AB1	340359	KLHL38
6418	SET	7343	UBTF
4088	SMAD3	81628	TSC22D4
57822	GRHL3	79977	GRHL2
167227	DCP2	196513	DCP1B
1832	DSP	3848	KRT1
672	BRCA1	26986	PABPC1
37	ACADVL	9021	SOCS3
329	BIRC2	27338	UBE2S
6477	SIAH1	6477	SIAH1
5062	PAK2	8470	SORBS2
6310	ATXN1	23587	ELP5
820	CAMP	3480	IGF1R
9149	DYRK1B	84105	PCBD2
4656	MYOG	5432	POLR2C
990	CDC6	23595	ORC3
2186	BPTF	8350	HIST1H3A
5519	PPP2R1B	5529	PPP2R5E
6667	SP1	7071	KLF10
2246	FGF1	2246	FGF1
1616	DAXX	7132	TNFRSF1A
351	APP	29979	UBQLN1
7322	UBE2D2	9921	RNF10
900	CCNG1	5524	PPP2R4
25	ABL1	6709	SPTAN1
5499	PPP1CA	84919	PPP1R15B
8517	IKBKG	404093	CUEDC1
5144	PDE4D	5144	PDE4D
9968	MED12	79923	NANOG
6777	STAT5B	6777	STAT5B
9474	ATG5	23001	WDFY3
2956	MSH6	4595	MUTYH
6921	TCEB1	8452	CUL3
2138	EYA1	6495	SIX1
3739	KCNA4	84708	LNX1
887	CCKBR	23400	ATP13A2
374	AREG	6275	S100A4
8517	IKBKG	10801	SEPT9
3329	HSPD1	3336	HSPE1
25804	LSM4	27257	LSM1
491	ATP2B2	51248	PDZD11
4790	NFKB1	10987	COPS5
1386	ATF2	1386	ATF2
6772	STAT1	7329	UBE2I
890	CCNA2	1027	CDKN1B
2801	GOLGA2	9853	RUSC2
4086	SMAD1	4091	SMAD6
1956	EGFR	5781	PTPN11
3745	KCNB1	170850	KCNG3
6712	SPTBN2	10497	UNC13B
4116	MAGOH	4116	MAGOH
1387	CREBBP	10847	SRCAP
429	ASCL1	6929	TCF3
3159	HMGA1	4869	NPM1
3603	IL16	4660	PPP1R12B
4089	SMAD4	7329	UBE2I
2660	MSTN	6449	SGTA
1029	CDKN2A	55602	CDKN2AIP
7185	TRAF1	7186	TRAF2
5111	PCNA	5985	RFC5
2335	FN1	7791	ZYX
5170	PDPK1	5580	PRKCD
28638	NULL	28755	TRAC
4217	MAP3K5	7529	YWHAB
26292	MYCBP	89876	MAATS1
1441	CSF3R	55884	WSB2
5894	RAF1	8837	CFLAR
56254	RNF20	79577	CDC73
1977	EIF4E	1978	EIF4EBP1
5468	PPARG	6604	SMARCD3
4233	MET	11146	GLMN
8888	MCM3AP	57761	TRIB3
2597	GAPDH	4653	MYOC
4778	NFE2	10413	YAP1
6098	ROS1	10451	VAV3
1487	CTBP1	1488	CTBP2
1616	DAXX	7251	TSG101
4193	MDM2	7874	USP7
5595	MAPK3	8649	LAMTOR3
23265	EXOC7	23433	RHOQ
9584	RBM39	11338	U2AF2
4036	LRP2	55333	SYNJ2BP
11155	LDB3	51778	MYOZ2
3718	JAK3	9220	TIAF1
7022	TFAP2C	7157	TP53
87	ACTN1	87	ACTN1
1655	DDX5	8202	NCOA3
1965	EIF2S1	7534	YWHAZ
3500	IGHG1	3538	IGLC2
2214	FCGR3A	3500	IGHG1
51340	CRNKL1	151903	CCDC12
7454	WAS	50618	ITSN2
10603	SH2B2	25970	SH2B1
572	BAD	7001	PRDX2
9533	POLR1C	51082	POLR1D
54850	FBXL12	140545	RNF32
4331	MNAT1	5451	POU2F1
9040	UBE2M	55208	DCUN1D2
6872	TAF1	8350	HIST1H3A
819	CAMLG	23495	TNFRSF13B
6337	SCNN1A	6338	SCNN1B
2534	FYN	3362	HTR6
135	ADORA2A	1268	CNR1
9414	TJP2	23513	SCRIB
10458	BAIAP2	23189	KANK1
367	AR	10399	GNB2L1
8751	ADAM15	10459	MAD2L2
1617	DAZ1	23369	PUM2
5698	PSMB9	51371	POMP
25	ABL1	9051	PSTPIP1
2033	EP300	5886	RAD23A
1674	DES	4292	MLH1
1643	DDB2	23358	USP24
1108	CHD4	5987	TRIM27
27086	FOXP1	116113	FOXP4
6945	MLX	51085	MLXIPL
4137	MAPT	7534	YWHAZ
23542	MAPK8IP2	23542	MAPK8IP2
8932	MBD2	11321	GPN1
585	BBS4	23265	EXOC7
6452	SH3BP2	7410	VAV2
9343	EFTUD2	10262	SF3B4
2272	FHIT	3336	HSPE1
5465	PPARA	9612	NCOR2
6500	SKP1	8945	BTRC
5295	PIK3R1	7301	TYRO3
4090	SMAD5	11059	WWP1
3091	HIF1A	4097	MAFG
7189	TRAF6	10048	RANBP9
6531	SLC6A3	10399	GNB2L1
55284	UBE2W	84937	ZNRF1
2533	FYB	8631	SKAP1
5564	PRKAB1	51422	PRKAG2
5111	PCNA	7374	UNG
5705	PSMC5	58484	NLRC4
2060	EPS15	3268	AGFG2
4287	ATXN3	5887	RAD23B
9135	RABEP1	9135	RABEP1
4914	NTRK1	10755	GIPC1
10094	ARPC3	10095	ARPC1B
4009	LMX1A	6929	TCF3
10497	UNC13B	22999	RIMS1
22954	TRIM32	56893	UBQLN4
3190	HNRNPK	6714	SRC
4193	MDM2	6154	RPL26
4036	LRP2	9479	MAPK8IP1
2782	GNB1	6674	SPAG1
5295	PIK3R1	8660	IRS2
351	APP	351	APP
6452	SH3BP2	80351	TNKS2
8454	CUL1	9616	RNF7
3375	IAPP	3416	IDE
4615	MYD88	7874	USP7
5566	PRKACA	56672	AKIP1
10980	COPS6	10987	COPS5
408	ARRB1	4792	NFKBIA
5315	PKM	8925	HERC1
8676	STX11	8773	SNAP23
11124	FAF1	114548	NLRP3
2130	EWSR1	5457	POU4F1
4086	SMAD1	4089	SMAD4
4149	MAX	5499	PPP1CA
322	APBB1	55740	ENAH
1387	CREBBP	3663	IRF5
26060	APPL1	55198	APPL2
1398	CRK	1956	EGFR
7329	UBE2I	54778	RNF111
3688	ITGB1	10399	GNB2L1
29128	UHRF1	126961	HIST2H3C
2147	F2	2147	F2
6500	SKP1	25793	FBXO7
2185	PTK2B	5829	PXN
1981	EIF4G1	4686	NCBP1
583	BBS2	3875	KRT18
6261	RYR1	9172	MYOM2
84699	CREB3L3	84699	CREB3L3
3842	TNPO1	84220	RGPD5
6477	SIAH1	27101	CACYBP
5359	PLSCR1	5371	PML
7068	THRB	23054	NCOA6
3685	ITGAV	3690	ITGB3
5501	PPP1CC	64651	CSRNP1
2272	FHIT	3329	HSPD1
3757	KCNH2	7531	YWHAE
9611	NCOR1	11177	BAZ1A
941	CD80	1493	CTLA4
1387	CREBBP	5928	RBBP4
3804	KIR2DL3	5781	PTPN11
71	ACTG1	4292	MLH1
9063	PIAS2	11315	PARK7
2213	FCGR2B	3500	IGHG1
1488	CTBP2	161882	ZFPM1
239	ALOX12	4000	LMNA
6434	TRA2B	10921	RNPS1
5859	QARS	5917	RARS
9759	HDAC4	112939	NACC1
3855	KRT7	8661	EIF3A
2887	GRB10	3643	INSR
468	ATF4	58487	CREBZF
5868	RAB5A	26060	APPL1
207	AKT1	3615	IMPDH2
3717	JAK2	25970	SH2B1
3303	HSPA1A	10273	STUB1
1956	EGFR	2064	ERBB2
5888	RAD51	7486	WRN
7321	UBE2D1	64320	RNF25
1839	HBEGF	7704	ZBTB16
2801	GOLGA2	81876	RAB1B
5997	RGS2	9276	COPB2
4088	SMAD3	4615	MYD88
4088	SMAD3	6498	SKIL
6500	SKP1	23403	FBXO46
8153	RND2	91544	UBXN11
2475	MTOR	2475	MTOR
4035	LRP1	55333	SYNJ2BP
25898	RCHY1	51390	AIG1
991	CDC20	9232	PTTG1
6118	RPA2	29935	RPA4
7322	UBE2D2	56658	TRIM39
355	FAS	1616	DAXX
6477	SIAH1	8554	PIAS1
1207	CLNS1A	10419	PRMT5
801	CALM1	3783	KCNN4
4690	NCK1	85358	SHANK3
4036	LRP2	9722	NOS1AP
6672	SP100	23468	CBX5
5063	PAK3	5879	RAC1
5894	RAF1	7529	YWHAB
2932	GSK3B	8313	AXIN2
1825	DSC3	11187	PKP3
6286	S100P	170591	S100Z
1230	CCR1	10488	CREB3
6733	SRPK2	11338	U2AF2
1453	CSNK1D	10142	AKAP9
9088	PKMYT1	55240	STEAP3
87	ACTN1	1605	DAG1
1487	CTBP1	1487	CTBP1
5451	POU2F1	6667	SP1
6616	SNAP25	23557	SNAPIN
367	AR	64324	NSD1
4281	MID1	7322	UBE2D2
351	APP	4537	ND3
3726	JUNB	374920	C19orf68
3838	KPNA2	10628	TXNIP
4616	GADD45B	5111	PCNA
7533	YWHAH	7538	ZFP36
5565	PRKAB2	51422	PRKAG2
7531	YWHAE	7532	YWHAG
128674	PROKR2	128674	PROKR2
9789	SPCS2	23400	ATP13A2
1087	CEACAM7	4680	CEACAM6
5062	PAK2	30011	SH3KBP1
1659	DHX8	1659	DHX8
672	BRCA1	4215	MAP3K3
5424	POLD1	5425	POLD2
4302	MLLT6	84444	DOT1L
8666	EIF3G	9131	AIFM1
351	APP	10524	KAT5
3066	HDAC2	8726	EED
4615	MYD88	6478	SIAH2
10494	STK25	10494	STK25
5465	PPARA	51102	MECR
7322	UBE2D2	55743	CHFR
7220	TRPC1	7223	TRPC4
2063	NR2F6	10951	CBX1
4175	MCM6	4175	MCM6
7041	TGFB1I1	23624	CBLC
6655	SOS2	9402	GRAP2
7067	THRA	8648	NCOA1
51652	CHMP3	128866	CHMP4B
801	CALM1	2886	GRB7
41	ASIC1	9463	PICK1
22806	IKZF3	64376	IKZF5
6790	AURKA	22974	TPX2
4088	SMAD3	7421	VDR
5879	RAC1	50855	PARD6A
2288	FKBP4	11146	GLMN
7335	UBE2V1	22954	TRIM32
5691	PSMB3	5699	PSMB10
4074	M6PR	23163	GGA3
896	CCND3	1021	CDK6
1655	DDX5	4088	SMAD3
943	TNFRSF8	7185	TRAF1
6737	TRIM21	6737	TRIM21
2099	ESR1	11214	AKAP13
2550	GABBR1	9568	GABBR2
2033	EP300	4676	NAP1L4
2033	EP300	2885	GRB2
847	CAT	847	CAT
387	RHOA	6093	ROCK1
392	ARHGAP1	998	CDC42
4914	NTRK1	6464	SHC1
5870	RAB6A	10112	KIF20A
6452	SH3BP2	10971	YWHAQ
5335	PLCG1	83747	NULL
6927	HNF1A	6927	HNF1A
2908	NR3C1	9611	NCOR1
3838	KPNA2	4609	MYC
6277	S100A6	6285	S100B
1487	CTBP1	51412	ACTL6B
7097	TLR2	114609	TIRAP
3172	HNF4A	23054	NCOA6
843	CASP10	8780	RIOK3
5861	RAB1A	64780	MICAL1
351	APP	5664	PSEN2
1488	CTBP2	5629	PROX1
9722	NOS1AP	51655	RASD1
3091	HIF1A	10956	OS9
9759	HDAC4	57409	MIF4GD
2932	GSK3B	7157	TP53
23190	UBXN4	29979	UBQLN1
2782	GNB1	2788	GNG7
87	ACTN1	23022	PALLD
663	BNIP2	998	CDC42
4843	NOS2	5880	RAC2
7307	U2AF1	9541	CIR1
3397	ID1	4618	MYF6
1950	EGF	1950	EGF
5689	PSMB1	51371	POMP
6667	SP1	6886	TAL1
3181	HNRNPA2B1	140890	SREK1
695	BTK	695	BTK
9318	COPS2	10987	COPS5
2274	FHL2	7704	ZBTB16
8350	HIST1H3A	79813	EHMT1
4172	MCM3	5001	ORC5
5710	PSMD4	64100	ELSPBP1
896	CCND3	10270	AKAP8
3500	IGHG1	3514	IGKC
8350	HIST1H3A	54583	EGLN1
7314	UBB	27005	USP21
2099	ESR1	3326	HSP90AB1
8499	PPFIA2	28964	GIT1
23400	ATP13A2	56851	EMC7
572	BAD	4170	MCL1
896	CCND3	5501	PPP1CC
79991	OBFC1	80169	CTC1
84448	ABLIM2	137735	ABRA
59286	UBL5	84292	WDR83
5501	PPP1CC	56252	YLPM1
672	BRCA1	2175	FANCA
3725	JUN	10973	ASCC3
5914	RARA	22938	SNW1
7157	TP53	8178	ELL
2547	XRCC6	23468	CBX5
9913	SUPT7L	129685	TAF8
4654	MYOD1	64100	ELSPBP1
1104	RCC1	28989	NTMT1
843	CASP10	843	CASP10
10897	YIF1A	23400	ATP13A2
161	AP2A2	1213	CLTC
1173	AP2M1	10618	TGOLN2
3984	LIMK1	5062	PAK2
4502	MT2A	9248	GPR50
2647	BLOC1S1	388552	BLOC1S3
1901	S1PR1	2773	GNAI3
2810	SFN	51305	KCNK9
11345	GABARAPL2	79876	UBA5
780	DDR1	5781	PTPN11
8517	IKBKG	55803	ADAP2
6478	SIAH2	6855	SYP
71	ACTG1	5340	PLG
2908	NR3C1	7533	YWHAH
2099	ESR1	6667	SP1
9092	SART1	59286	UBL5
3609	ILF3	57510	XPO5
5879	RAC1	6774	STAT3
4299	AFF1	6478	SIAH2
92421	CHMP4C	128866	CHMP4B
6275	S100A4	7157	TP53
1459	CSNK2A2	4691	NCL
22919	MAPRE1	22919	MAPRE1
5509	PPP1R3D	7957	EPM2A
51550	CINP	84126	ATRIP
5980	REV3L	51455	REV1
382	ARF6	9266	CYTH2
3937	LCP2	4690	NCK1
8878	SQSTM1	81631	MAP1LC3B
1642	DDB1	8533	COPS3
481	ATP1B1	23327	NEDD4L
5321	PLA2G4A	10524	KAT5
2100	ESR2	8204	NRIP1
6773	STAT2	10379	IRF9
7531	YWHAE	10014	HDAC5
329	BIRC2	25793	FBXO7
4690	NCK1	7456	WIPF1
5595	MAPK3	6196	RPS6KA2
8291	DYSF	23095	KIF1B
597	BCL2A1	637	BID
54442	KCTD5	54442	KCTD5
1026	CDKN1A	25792	CIZ1
2695	GIP	2696	GIPR
147	ADRA1B	1815	DRD4
6256	RXRA	6772	STAT1
6616	SNAP25	9146	HGS
355	FAS	10016	PDCD6
5058	PAK1	5058	PAK1
4176	MCM7	4331	MNAT1
10681	GNB5	54331	GNG2
4217	MAP3K5	4217	MAP3K5
7286	TUFT1	24144	TFIP11
6921	TCEB1	6923	TCEB2
3265	HRAS	4301	MLLT4
2890	GRIA1	6386	SDCBP
7334	UBE2N	10425	ARIH2
58	ACTA1	1072	CFL1
55791	LRIF1	114928	GPRASP2
904	CCNT1	5371	PML
4118	MAL	7874	USP7
2099	ESR1	8648	NCOA1
207	AKT1	55704	CCDC88A
9798	IST1	57132	CHMP1B
7332	UBE2L3	54941	RNF125
2274	FHL2	2275	FHL3
3101	HK3	3487	IGFBP4
1894	ECT2	23020	SNRNP200
7329	UBE2I	9994	CASP8AP2
4659	PPP1R12A	5500	PPP1CB
836	CASP3	65267	WNK3
4087	SMAD2	57154	SMURF1
999	CDH1	999	CDH1
2175	FANCA	2178	FANCE
1385	CREB1	23178	PASK
5795	PTPRJ	5795	PTPRJ
1026	CDKN1A	7917	BAG6
6137	RPL13	6606	SMN1
468	ATF4	2550	GABBR1
154	ADRB2	9368	SLC9A3R1
8038	ADAM12	10272	FSTL3
8412	BCAR3	9564	BCAR1
166	AES	367	AR
2049	EPHB3	5921	RASA1
5580	PRKCD	6772	STAT1
7283	TUBG1	7283	TUBG1
3054	HCFC1	55723	ASF1B
2768	GNA12	3320	HSP90AA1
2332	FMR1	8087	FXR1
2288	FKBP4	2288	FKBP4
10664	CTCF	57680	CHD8
672	BRCA1	3093	UBE2K
840	CASP7	841	CASP8
1638	DCT	1638	DCT
43	ACHE	8292	COLQ
3791	KDR	7422	VEGFA
8241	RBM10	23350	U2SURP
3454	IFNAR1	6773	STAT2
648	BMI1	1911	PHC1
4087	SMAD2	6599	SMARCC1
5371	PML	6672	SP100
4644	MYO5A	140735	DYNLL2
11078	TRIOBP	79654	HECTD3
1630	DCC	6477	SIAH1
4689	NCF4	653361	NCF1
5315	PKM	84676	TRIM63
1742	DLG4	9419	CRIPT
1601	DAB2	4036	LRP2
1017	CDK2	9134	CCNE2
5501	PPP1CC	7421	VDR
8883	NAE1	9040	UBE2M
5621	PRNP	55651	NHP2
6921	TCEB1	80176	SPSB1
2648	KAT2A	10579	TACC2
4215	MAP3K3	5607	MAP2K5
3107	HLA-C	3802	KIR2DL1
8241	RBM10	9785	DHX38
10142	AKAP9	10426	TUBGCP3
5594	MAPK1	5801	PTPRR
6788	STK3	283349	RASSF3
7325	UBE2E2	9604	RNF14
2885	GRB2	29760	BLNK
3566	IL4R	6778	STAT6
1070	CETN3	8517	IKBKG
2064	ERBB2	4145	MATK
5093	PCBP1	9444	QKI
9001	HAP1	9001	HAP1
92	ACVR2A	9863	MAGI2
1655	DDX5	10521	DDX17
8220	DGCR14	118924	FRA10AC1
940	CD28	942	CD86
26019	UPF2	65109	UPF3B
3280	HES1	7088	TLE1
3059	HCLS1	10456	HAX1
3726	JUNB	4089	SMAD4
5704	PSMC4	10131	TRAP1
1639	DCTN1	5870	RAB6A
5859	QARS	26994	RNF11
1020	CDK5	1027	CDKN1B
5499	PPP1CA	5925	RB1
1639	DCTN1	22919	MAPRE1
3837	KPNB1	5744	PTHLH
23543	RBFOX2	23543	RBFOX2
1855	DVL1	120892	LRRK2
1021	CDK6	4171	MCM2
4783	NFIL3	10538	BATF
2963	GTF2F2	255758	TCTEX1D2
8328	GFI1B	55835	CENPJ
2516	NR5A1	6667	SP1
4191	MDH2	5111	PCNA
1616	DAXX	7329	UBE2I
348	APOE	51295	ECSIT
1499	CTNNB1	51176	LEF1
885	CCK	887	CCKBR
1742	DLG4	3738	KCNA3
5116	PCNT	27185	DISC1
2932	GSK3B	7957	EPM2A
1487	CTBP1	8535	CBX4
7431	VIM	11143	KAT7
4103	MAGEA4	5716	PSMD10
4350	MPG	5886	RAD23A
7257	TSNAX	10438	C1D
7531	YWHAE	10749	KIF1C
26272	FBXO4	26272	FBXO4
8877	SPHK1	80309	SPHKAP
5970	RELA	7159	TP53BP2
4171	MCM2	11143	KAT7
7083	TK1	7083	TK1
5690	PSMB2	51371	POMP
5584	PRKCI	84552	PARD6G
1977	EIF4E	1979	EIF4EBP2
1499	CTNNB1	2309	FOXO3
267	AMFR	51619	UBE2D4
23162	MAPK8IP3	64837	KLC2
1387	CREBBP	81857	MED25
3516	RBPJ	342371	ATXN1L
6310	ATXN1	159195	USP54
988	CDC5L	56259	CTNNBL1
79643	CHMP6	84313	VPS25
1013	CDH15	2768	GNA12
6453	ITSN1	27185	DISC1
1025	CDK9	3326	HSP90AB1
4878	NPPA	4883	NPR3
375	ARF1	23431	AP4E1
10048	RANBP9	26206	SPAG8
7454	WAS	9322	TRIP10
800	CALD1	25913	POT1
8668	EIF3I	339390	CLEC4G
4110	MAGEA11	54583	EGLN1
8851	CDK5R1	80279	CDK5RAP3
5683	PSMA2	5690	PSMB2
4973	OLR1	4973	OLR1
56893	UBQLN4	56893	UBQLN4
356	FASLG	8771	TNFRSF6B
6548	SLC9A1	9448	MAP4K4
2176	FANCC	27033	ZBTB32
8290	HIST3H3	23468	CBX5
706	TSPO	9256	BZRAP1
4914	NTRK1	9743	ARHGAP32
3799	KIF5B	7533	YWHAH
1741	DLG3	60412	EXOC4
29882	ANAPC2	51529	ANAPC11
7157	TP53	7319	UBE2A
5689	PSMB1	5693	PSMB5
5621	PRNP	6835	SURF2
3190	HNRNPK	140890	SREK1
302	ANXA2	5111	PCNA
6310	ATXN1	84970	C1orf94
7352	UCP3	10971	YWHAQ
3636	INPPL1	4233	MET
4914	NTRK1	4914	NTRK1
3957	LGALS2	8517	IKBKG
1436	CSF1R	2885	GRB2
636	BICD1	5870	RAB6A
23400	ATP13A2	55251	PCMTD2
4809	NHP2L1	5884	RAD17
5590	PRKCZ	7529	YWHAB
57819	LSM2	79797	ZNF408
52	ACP1	2047	EPHB1
22820	COPG1	51226	COPZ2
11030	RBPMS	342371	ATXN1L
5295	PIK3R1	6714	SRC
408	ARRB1	3091	HIF1A
5111	PCNA	11201	POLI
2120	ETV6	9611	NCOR1
3948	LDHC	3981	LIG4
310	ANXA7	85365	ALG2
3643	INSR	5770	PTPN1
774	CACNA1B	10611	PDLIM5
1616	DAXX	2495	FTH1
7321	UBE2D1	54778	RNF111
4688	NCF2	653361	NCF1
867	CBL	867	CBL
1017	CDK2	5501	PPP1CC
8883	NAE1	9039	UBA3
84661	DPY30	84661	DPY30
369	ARAF	7534	YWHAZ
2671	GFER	2671	GFER
3570	IL6R	3572	IL6ST
3326	HSP90AB1	5590	PRKCZ
6399	TRAPPC2	27095	TRAPPC3
2313	FLI1	2623	GATA1
5241	PGR	5241	PGR
324	APC	50649	ARHGEF4
1942	EFNA1	1969	EPHA2
3326	HSP90AB1	22858	ICK
9101	USP8	10254	STAM2
55629	PNRC2	55802	DCP1A
10516	FBLN5	10516	FBLN5
896	CCND3	1382	CRABP2
7016	TESK1	81848	SPRY4
7186	TRAF2	7186	TRAF2
468	ATF4	6194	RPS6
220134	SKA1	221150	SKA3
5903	RANBP2	5905	RANGAP1
8237	USP11	10048	RANBP9
351	APP	4137	MAPT
87	ACTN1	1308	COL17A1
2932	GSK3B	4287	ATXN3
2784	GNB3	2788	GNG7
6722	SRF	22926	ATF6
6925	TCF4	51588	PIAS4
5428	POLG	11232	POLG2
3033	HADH	3033	HADH
7329	UBE2I	10771	ZMYND11
7325	UBE2E2	22888	UBOX5
6667	SP1	23126	POGZ
7317	UBA1	8139	GAN
58	ACTA1	142678	MIB2
8773	SNAP23	23557	SNAPIN
4361	MRE11A	4361	MRE11A
8517	IKBKG	54959	ODAM
6310	ATXN1	7534	YWHAZ
